Narration,TransactionType
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 387,000.00",Distribution
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA1809149SLV|Interest rate: 2.590000%|Capital: 868,650.68|Period: 16.03.2018 13.04.2018|Days: 28/360",LoanCost
FOREX SPOT USD/JPY 107.0227,SpotFxOut
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091MGQ31|Interest rate: 2.600000%|Capital: 883,686.87|Period: 16.03.2018 13.04.2018|Days: 28/360",LoanCost
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 27738704 | UNITS UBS(LUX)EQ SICAV/EURO COUNTRIE| Quantity:30,000.00",Distribution
FOREX SPOT USD/JPY 107.0300,SpotFxOut
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091DDLR2|Interest rate: 2.630000%|Capital: 994,880.79|Period: 16.03.2018 13.04.2018|Days: 28/360",LoanCost
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 19814968 | UNITS AB SICAV| Quantity:36,000.00",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security No: 9881019 | 4.16 EURUSD BAER 18 | Nominal amount: 7,309,365.04 |  Maturity: 13.04.2018",SpotFxIn
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9880398 | 12.81 EURUSD BAER 18 | Nominal amount: 3,670,466.43 |  Maturity: 16.04.2018",Distribution
"PURCHASE STRUCTURED PRODUCTS Security No: 9882168 | 10.57 USDEUR BAER 18 | Nominal amount: 9,029,238.42 | Maturity: 27.04.2018",Purchase
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9881019 | 4.16 EURUSD BAER 18 | Nominal amount: 7,309,365.04 |  Maturity: 13.04.2018",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security No: 9880398 | 12.81 EURUSD BAER 18 | Nominal amount: 3,670,466.43 |  Maturity: 16.04.2018",SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security No: 9882167 | 10.08 USDEUR BAER 18 | Nominal amount: 9,075,656.42 | Maturity: 27.04.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security No: 9882489 | 10.36 USDEUR BAER 18 | Nominal amount: 4,548,695.92 | Maturity: 30.04.2018",Purchase
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9881006 | 3.05 EURUSD BAER 18 | Nominal amount: 7,342,572.17 |  Maturity: 13.04.2018",Distribution
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity:69,600.00",Distribution
"REDEMPTION REDEMPTION STRUCTURED PRODUCTS Security No: 9881006 | 3.05 EURUSD BAER 18 | Nominal amount: 7,342,572.17 |  Maturity: 13.04.2018",SpotFxIn
"DIVIDEND PAYMENT INVESTMENT FUNDS Security No: 18762448 | BGF GL M ASSIN A6D | Quantity: 100,000.00",Distribution
"Cash Dividend SHARES Security nr . 2975896 | UNITS ISHARES US PREFERRED STOCK ET | Quantity:95,500.00",Contribution
"DIVIDEND PAYMENT SHARES Security nr . 2975896 | UNITS ISHARES US PREFERRED STOCK ET | Quantity:95,500.00",Distribution
FOREX SPOT EUR/JPY 132.0459,SpotFxIn
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091RSG5N|Interest rate: 0.810000%|Capital: 1,000,000,000.00|Period: 26.03.2018 16.04.2018|Days: 21/360",LoanCost
CUSTODY FEES,MiscExpense
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA1809166QNF|Interest rate: 0.810000%|Capital: 1,000,000,000.00|Period: 06.04.2018 13.04.2018|Days: 7/360",LoanCost
FOREX SPOT USD/JPY 107.0300,SpotFxIn
FOREX SPOT USD/JPY 107.0227,SpotFxIn
GST ON CUSTODY FEES,MiscExpense
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091ZN72C|Interest rate: 0.810000%|Capital: 1,000,000,000.00|Period: 06.04.2018 13.04.2018|Days: 7/360",LoanCost
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA180916J65F|Interest rate: 0.810000%|Capital: 500,000,000.00|Period: 29.03.2018 12 12.04.2018|Days: 14/360",LoanCost
FOREX SPOT EUR/JPY 131.8521,SpotFxIn
FOREX SPOT EUR/JPY 131.1953,SpotFxIn
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 4273607 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity:230,000.00",Distribution
"PURCHASE STRUCTURED PRODUCTS Security No: 9883156 | 8.94 EURUSD BAER 18 | Nominal amount: 3,640,554.40 | Maturity: 04.05.2018",Purchase
FOREX SPOT EUR/JPY 131.8521,SpotFxOut
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA1809166QNF|Interest rate: 0.810000%|Capital: 1,000,000,000.00|Period: 06.04.2018 13.04.2018|Days: 7/360",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security No: 9882488 | 6.81 EURUSD BAER 18 | Nominal amount: 7,376,960.43 | Maturity: 30.04.2018",Purchase
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9973715 | 6.37 EURUSD BAER 18 | Nominal amount: 7,353,215.41 |  Maturity: 16.04.2018",Distribution
FOREX SPOT EUR/JPY 131.8521,SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security No: 9973715 | 6.37 EURUSD BAER 18 | Nominal amount: 7,353,215.41 |  Maturity: 16.04.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security No: 9881006 | 3.05 EURUSD BAER 18 | Nominalamount: 7,342,572.17 | Maturity: 13.04.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security No: 9881019 | 4.16 EURUSD BAER 18 | Nominalamount: 7,309,365.04 | Maturity: 13.04.2018",Sale
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9974527 | 11.09 EURUSD BAER 18 | Nominal amount: 3,626,421.25 |  Maturity: 12.04.2018",Distribution
"PURCHASE STRUCTURED PRODUCTS Security No: 9881868 | 2.39 EURUSD BAER 18 | Nominal amount: 3,640,866.68 | Maturity: 26.04.2018",Purchase
FOREX SPOT EUR/JPY 131.1953,SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9974527 | 11.09% JB EUR DCI VS USD-1.246 | Interest rate: 11.090000% | Nominal amount: 3,626,421.25 | Maturity: 12.04.2018",Sale
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 26013077 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 165,000.00",Distribution
"REDEMPTION  STRUCTURED PRODUCTS Security No: 9880688 | 11.24 EURUSD BAER 18 | Nominalamount: 1,652,054.22| Maturity: 19.04.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security No: 9880687 | 12.22 EURUSD BAER 18 | Nominalamount: 2,925,350.49 |Maturity: 19.04.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security No: 9880686| 10.1 EURUSD BAER 18 | Nominalamount: 3,643,663.23| Maturity: 19.04.2018",Sale
"REDEMPTION  STRUCTURED PRODUCTS Security nr. 9880398 | 12.81% JB EUR DCI VS USD-1.234 | Interest rate: 12.810000% | Nominal amount: 3,670,466.43 | Maturity: 16.04.2018",Sale
"DIVIDEND PAYMENT INVESTMENT FUND Security No: 18564323 | NOM US HIG-USD-D- | Quantity:25,800.00",Distribution
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091M41RB | Interest rate: 2.540000%| Capital: 10,000,000.00|Period: 09.03.2018-06.04.2018 | Days: 28/360",LoanCost
"DIVIDEND PAYMENT INVESTMENT FUND Security No: 18553502 | NB HGH YLD USD-A- | Quantity:96,000.00",Distribution
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091NL9XG | Interest rate: 0.810000%| Capital: 500,000,000.00|Period: 27.03.2018-10.04.2018 | Days: 14/360",LoanCost
FOREX SPOT EUR/JPY 131.1407,SpotFxIn
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091NTT8N | Interest rate: 0.810000%| Capital: 500,000,000.00|Period: 26.03.2018-09.04.2018 | Days: 14/360",LoanCost
FOREX SPOT EUR/JPY 130.7021,SpotFxIn
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA18091ZN72C | Interest rate: 0.810000%| Capital: 1,000,000,000.00 |Period: 16.03.2018-06.04.2018 | Days: 21/360",LoanCost
"INTEREST-FIXED TERM LOAN Contract No: 3001-AA1809166QNF | Interest rate: 0.810000%| Capital: 1,000,000,000.00|Period: 23.03.2018-06.04.2018 | Days: 14/360",LoanCost
FOREX SPOT EUR/JPY 130.7271,SpotFxIn
FOREX SPOT EUR/JPY 131.1407,SpotFxOut
"PURCHASE STRUCTURED PRODUCTS Security No: 9881448| 3.92 EURUSD BAER 18 | Nominalamount: 3,695,401.59 | Maturity: 02.05.2018",Purchase
FOREX SPOT EUR/JPY 130.7021,SpotFxOut
"COUPON GAIN STRUCTED PRODUCTS Security No: 9974020 | USDEUR BAER 18 Nominal amount: 4,539,596.74 | Maturity: 10.04.2018",Distribution
FOREX SPOT EUR/JPY 130.7271,SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security No: 9974020 | 11.63 USDEUR BAER 18 | Nominalamount: 4,539,596.74 | Maturity: 10.04.2018",SpotFxOut
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9974020 | USDEUR BAER 18 Nominal amount: 4,539,596.74 | Maturity: 10.04.2018",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security No: 9974020 | 11.63 USDEUR BAER 18 | Nominalamount: 4,539,596.74 | Maturity: 10.04.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security No: 9973705 | 11.88 EURUSD BAER 18 | Nominalamount: 3,620,408.48 | Maturity: 09.04.2018",Sale
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9973705 | 11.88 EURUSD BAER 18 Nominal amount: 3,620,408.48 | Maturity: 09.04.2018",Distribution
"PURCHASE STRUCTURED PRODUCTS Security No: 9881207 | 7.81 EURUSD BAER 18 | Nominalamount: 3,635,933.77 | Maturity: 23.04.2018",Purchase
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9878604 | 9.95 EURUSD BAER 18 Nominal amount: 7,270,778.63 | Maturity: 06.04.2018",Distribution
"PURCHASE STRUCTURED PRODUCTS Security No: 9881006 | 3.05 EURUSD BAER 18 | Nominalamount: 7,342,572.17 | Maturity: 13.04.2018",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security No: 9878604 | 9.95 EURUSD BAER 18 | Nominalamount: 7,270,778.63|Maturity: 06.04.2018",Sale
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9879996 | 2.12 EURUSD BAER 18 Nominal amount: 7,338,931.69 | Maturity: 06.04.2018",Distribution
"PURCHASE STRUCTURED PRODUCTS Security No: 9881019 | 4.16 EURUSD BAER 18 | Nominalamount: 7,309,365.04 | Maturity: 13.04.2018",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security No: 9879996 | 2.12 EURUSD BAER 18 | Nominalamount: 7,338,931.69 | Maturity: 06.04.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security No: 9879645 | 14.16 EURUSD BAER 18 | Nominalamount: 2,909,329.78 | Maturity: 05.04.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security No: 9879646 | 13.5 EURUSD BAER 18 | Nominalamount: 3,624,633.90 | Maturity: 05.04.2018",Sale
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9879644 | 14.05 EURUSD BAER 18 Nominal amount: 3,618,322.23 | Maturity: 05.04.2018",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security No: 9879647 | 13.5 EURUSD BAER 18 | Nominalamount: 1,643,426.23|Maturity: 05.04.2018",Sale
"PURCHASE STRUCTURED PRODUCTS Security No: 9880686| 10.1 EURUSD BAER 18 | Nominalamount: 3,643,663.23| Maturity: 19.04.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security No: 9880685 | 9.94 EURUSD BAER 18 | Nominalamount: 3,638,092.34 | Maturity: 26.04.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security No: 9880687 | 12.22 EURUSD BAER 18 | Nominalamount: 2,925,350.49 |Maturity: 19.04.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security No: 9880688 | 11.24 EURUSD BAER 18 | Nominalamount: 1,652,054.22| Maturity: 19.04.2018",Purchase
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9879647 | 13.5 EURUSD BAER 18 Nominal amount: 1,643,426.23 | Maturity: 05.04.2018",Distribution
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9879646 | 13.5 EURUSD BAER 18 Nominal amount: 3,624,633.90 | Maturity: 05.04.2018",Distribution
"CAPITAL GAIN STRUCTURED PRODUCTS Security No: 9879645 | 14.16 EURUSD BAER 18 Nominal amount: 2,909,329.78 | Maturity: 05.04.2018",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security No: 9879644| 14.05 EURUSD BAER 18 | Nominalamount: 3,618,322.23| Maturity:05.04.2018",Sale
"CAPITAL GAIN STRUCTURED PRODUCTS Security No:9878942 | 11.18 EURUSD BAER 18 | Nominal amount:3,652,318.47 | Maturuty:04.04.2018",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877298 | 15.42% JB USD DCI VS EUR-1.241 | Interest rate: 15.420000% | Nominal amount: 9,073,918.19 | Maturity: 26.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877298 | 15.42% JB USD DCI VS EUR-1.241 | Interest rate: 15.420000% | Nominal amount: 9,073,918.19 | Maturity: 26.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877083 | 13.54% JB USD DCI VS EUR-1.242 | Interest rate: 13.540000% | Nominal amount: 9,070,191.82 | Maturity: 23.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877083 | 13.54% JB USD DCI VS EUR-1.242 | Interest rate: 13.540000% | Nominal amount: 9,070,191.82 | Maturity: 23.03.2018",Sale
MISCELLANEOUS EXPENSE,MiscExpense
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9878942 | 11.18% JB EUR DCI VS USD-1.2375 | Interest rate: 11.180000% | Nominal amount: 3,652,318.47 | Maturity: 04.04.2018",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9880398 | 12.81% JB EUR DCI VS USD-1.234 | Interest rate: 12.810000% | Nominal amount: 3,670,466.43 | Maturity: 16.04.2018",Purchase
FOREX USD/EUR 1.2456,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9974527 | 11.09% JB EUR DCI VS USD-1.246 | Interest rate: 11.090000% | Nominal amount: 3,626,421.25 | Maturity: 12.04.2018",Purchase
ADVANCE REFUND Contract nr.: 402-0865679,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0865679 | Interest rate: 0.610000% | Capital: 964,128.13 | Period: 27.02.2018 - 27.03.2018 | Days: 28.00 / 360.00",LoanCost
FOREX SPOT EUR/JPY130.6918,SpotFxOut
FOREX SPOT EUR/JPY130.6956,SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877297 | 14.88% JB EUR DCI VS USD-1.241 | Interest rate: 14.880000% | Nominal amount: 3,600,777.07 | Maturity: 26.03.2018",Sale
CAP/14.88% JB EUR DCI VS USD-1.241,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877298 | 15.42% JB USD DCI VS EUR-1.241 | Interest rate: 15.420000% | Nominal amount: 9,073,918.19 | Maturity: 26.03.2018",Sale
CAP/15.42% JB USD DCI VS EUR-1.241,Distribution
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9877298 | 15.42% JB USD DCI VS EUR-1.241 | Interest rate: 15.420000% | Nominal amount: 9,073,918.19 | Maturity: 26.03.2018",Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9973705 | 11.88% JB EUR DCI VS USD-1.2346 | Interest rate: 11.880000% | Nominal amount: 3,620,408.48 | Maturity: 09.04.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9973715 | 6.37% JB EUR DCI VS USD-1.241 | Interest rate: 6.370000% | Nominal amount: 7,353,215.41 | Maturity: 16.04.2018",Purchase
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9877083 | 13.54% JB USD DCI VS EUR-1.242 | Interest rate: 13.540000% | Nominal amount: 9,070,191.82 | Maturity: 23.03.2018",Distribution
FOREX SPOT EUR/JPY130.4861,SpotFxOut
CAP/13.54% JB USD DCI VS EUR-1.242,Distribution
ADVANCE OPENING Contract nr.: 402-0878609 | Interest rate: 0.610000% | Maturity: 26.04.2018,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9879996 | 2.12% JB EUR DCI VS USD-1.242 | Interest rate: 2.120000% | Nominal amount: 7,338,931.69 | Maturity: 06.04.2018",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877083 | 13.54% JB USD DCI VS EUR-1.242 | Interest rate: 13.540000% | Nominal amount: 9,070,191.82 | Maturity: 23.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874269 | 9.84% JB EUR DCI VS USD-1.24 | Interest rate:9.840000%|Nominalamount:7,237,095.63|Maturity: 16.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874269 | 9.84% JB EUR DCI VS USD-1.24 | Interest rate:9.840000%|Nominalamount:7,237,095.63|Maturity: 16.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874658 | 15.35% JB EUR DCI VS USD-1.23 | Interest rate:15.350000%|Nominalamount:7,335,796.47|Maturity:12.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874658 | 15.35% JB EUR DCI VS USD-1.23 | Interest rate:15.350000%|Nominalamount:7,335,796.47|Maturity:12.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874658 | 15.35% JB EUR DCI VS USD-1.23 | Interest rate:15.350000%|Nominalamount:7,335,796.47|Maturity:12.03.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9878224 | 12.39% JB EUR DCI VS USD-1.233 | Interest rate: 12.390000% | Nominal amount: 3,647,175.03 | Maturity: 29.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9878224 | 12.39% JB EUR DCI VS USD-1.233 | Interest rate: 12.390000% | Nominal amount: 3,647,175.03 | Maturity: 29.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9878224 | 12.39% JB EUR DCI VS USD-1.233 | Interest rate: 12.390000% | Nominal amount: 3,647,175.03 | Maturity: 29.03.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877613 | 14.68% JB EUR DCI VS USD-1.232 | Interest rate: 14.680000% | Nominal amount: 3,665,034.27 | Maturity: 27.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877613 | 14.68% JB EUR DCI VS USD-1.232 | Interest rate: 14.680000% | Nominal amount: 3,665,034.27 | Maturity: 27.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9877613 | 14.68% JB EUR DCI VS USD-1.232 | Interest rate: 14.680000% | Nominal amount: 3,665,034.27 | Maturity: 27.03.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874657 | 13.61% JB EUR DCI VS USD-1.228 | Interest rate: 13.610000% | Nominal amount: 3,650,107.47 | Maturity: 19.03.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874657 | 13.61% JB EUR DCI VS USD-1.228 | Interest rate: 13.610000% | Nominal amount: 3,650,107.47 | Maturity: 19.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874657 | 13.61% JB EUR DCI VS USD-1.228 | Interest rate: 13.610000% | Nominal amount: 3,650,107.47 | Maturity: 19.03.2018",Sale
CAP/14.68% JB EUR DCI VS USD-1.232,Distribution
FOREX SPOT USD/JPY 105.5729,SpotFxOut
FOREX SPOT USD/EUR 1.2456,SpotFxOut
"PURCHASE STRUCTURED PRODUCTS Security nr. 9974020 | 11.63% JB USD DCI VS EUR-1.2336 | Interest rate: 11.630000% | Nominal amount: 4,539,596.74 | Maturity: 10.04.2018",Purchase
CAP/14.68% JB EUR DCI VS USD-1.232,Distribution
FOREX SPOT USD/JPY 104.7939,SpotFxOut
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 387,000.00",Distribution
CAP/13.61% JB EUR DCI VS USD-1.228,Distribution
FOREX SPOT USD/JPY 105.5729,SpotFxIn
ADVANCE REFUND Contract nr.:   402-0873889,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0881487 | Interest rate: 0.810000% | Maturity: 12.04.2018,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0873889 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 15.03.2018 - 29.03.2018 | Days: 14.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0880174 | Interest rate: 0.810000% | Maturity: 10.04.2018,LoanCreate
FOREX SPOT USD/JPY 104.7939,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0872181 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 12.03.2018 - 26.03.2018 | Days: 14.00 / 360.00",LoanCost
FOREX SPOT EUR/JPY 130.6918,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0872180 | Interest rate: 0.810000% | Capital: 1,000,000,000.00 | Period: 12.03.2018 - 26.03.2018 | Days: 14.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0872181,LoanRepay
ADVANCE REFUND Contract nr.: 402-0872180,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0872963 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 13.03.2018 - 27.03.2018 | Days: 14.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0879690 | Interest rate: 0.810000% | Maturity: 09.04.2018,LoanCreate
FOREX SPOT EUR/JPY 130.6956,SpotFxIn
ADVANCE REFUND Contract nr.:  402-0872963,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0879330 | Interest rate: 0.810000% | Maturity: 16.04.2018,LoanCreate
FOREX SPOT EUR/JPY 130.4861,SpotFxIn
ADVANCE OPENING Contract nr.: 402 - 0878443 | Interest rate: 0.810000% | Maturity: 06.04.2018,LoanCreate
CUSTODY FEES,MiscExpense
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874268 | 10.46% JB EUR DCI VS USD-1.24 | Interest rate:10.460000%|Nominalamount:7,287,433.15|Maturity:09.03.2018",SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9874268 | 10.46% JB EUR DCI VS USD-1.24 | Interest rate:10.460000%|Nominalamount:7,287,433.15|Maturity:09.03.2018",SpotFxOut
"PURCHASE STRUCTURED PRODUCTS Security nr. 9869546 | 3.96% JB USD DCI VS JPY-111 | Interest rate: 3.960000% | Nominal amount: 4,477,417.87 | Maturity: 06.02.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9867840 | 5.79% JB USD DCI VS JPY-112 | Interest rate: 5.790000% | Nominal amount: 8,940,867.27 | Maturity: 13.02.2018",Purchase
"Purchase STRUCTURED PRODUCTS Security nr. 9867553 | 3.75% JB USD DCI VS JPY-112 | Interest rate: 3.750000% | Nominal amount: 8,923,828.49 | Maturity: 09.02.2018",Purchase
"Purchase STRUCTURED PRODUCTS Security nr. 9866792 | 3.46% JB USD DCI VS JPY-112.5 | Interest rate: 3.460000% | Nominal amount: 3,557,327.81 | Maturity: 06.02.2018",Purchase
ADVANCE REFUND Contract nr.: 402-0863186,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0863186 | Interest rate: 2.400000%| Capital: 1,747,062.22|Period: 23.02.2018-23.03.2018 | Days: 28.00/360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402-0862716 | Interest rate: 2.390000%| Capital: 2,634,363.51|Period: 23.02.2018-23.03.2018 | Days: 28.00/360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0862716,LoanRepay
ADVANCE OPENING Contract nr.: 402-0877337 | Interest rate: 2.690000%| Maturity:20.04.2018,LoanCreate
ADVANCE OPENING Contract nr.: 402-0877332 | Interest rate: 2.690000%| Maturity:20.04.2018,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 27738704 | UNITS UBS(LUX)EQ SICAV/EURO COUNTRIE| Quantity:30,000.00",Distribution
"DIVIDEND PAYMENT INVESTMENT FUND Security nr . 11928659 | UNITS INVESTEC GLB STRATEGY FD SICAV| Quantity:34,000.00",Distribution
FOREX SPOT USD/EUR1.2370,SpotFxOut
ADVANCE OPENING Contract nr.: 402-0874610 | Interest rate: 2.590000%| Maturity:13.04.2018,LoanCreate
"ADVANCE INTEREST Contract nr.: 402-0860157 | Interest rate: 2.390000%| Capital: 868,650.68|Period: 16.02.2018-16.03.2018 | Days:28.00/360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402-0860129 | Interest rate: 2.390000%| Capital: 1,029,059.15 |Period: 16.02.2018-16.03.2018 | Days:28.00/360.00",LoanCost
ADVANCE OPENING Contract nr.: 402-0874611 | Interest rate: 2.590000%| Maturity:13.04.2018,LoanCreate
ADVANCE OPENING Contract nr.: 402-0874609 | Interest rate: 2.590000%| Maturity:13.04.2018,LoanCreate
ADVANCE REFUND Contract nr.: 402-0860157,LoanRepay
FOREX SPOT USD/EUR1.2407,SpotFxOut
"ADVANCE INTEREST Contract nr.: 402-0860118 | Interest rate: 2.390000%| Capital: 883,686.87|Period: 16.02.2018-16.03.2018 | Days:28.00/360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402-0860137 | Interest rate: 2.390000%| Capital: 506,202.43|Period: 16.02.2018-16.03.2018 | Days: 28.00/360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0860152,LoanRepay
FOREX SPOT USD/JPY106.5110,SpotFxOut
DCI/9.84% JB EUR DCI VS USD-1.24,Distribution
"ADVANCE INTEREST Contract nr.: 402-0860152 | Interest rate: 2.390000%| Capital: 4,344,493.77|Period: 16.02.2018-16.03.2018 | Days: 28.00/360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0860118,LoanRepay
ADVANCE REFUND Contract nr.: 402-0860134,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0860134 | Interest rate: 2.390000%| Capital: 994,880.79|Period: 16.02.2018-16.03.2018 | Days: 28.00/360.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0860137,LoanRepay
ADVANCE REFUND Contract nr.: 402-0860129,LoanRepay
ADVANCE OPENING Contract nr.: 402-0875004 | Interest rate: 2.630000%| Maturity:13.04.2018,LoanCreate
